"cycle","year","meanG","gain","varG","varGpct","varGenic","varGenicPct","bridgePoolY","donorPoolY","nElig","nGeno","nPheno","nCross","nBridgeIn","strategy","scenario","axis","level","rep","seed","donorImprove","group","donorMeanObs","donorGapObs","burnInUsed","eliteVarObs","h2","cycleYears","nBridge","bridgeBar","bridgeLag","varGxERatio"
15,45,11.6248591539661,5.62485915396608,0.0439195885087281,16.2240222043727,0.0485712452008819,10.0128089068029,9.42412336553862,3.49202640858112,39,25260,4560,740,28,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
16,48,11.7070449960738,5.70704499607384,0.0515615815334096,19.0469963880551,0.0487818489747318,10.0562242101143,9.56212859675203,3.55518320418013,43,26960,4860,790,30,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
17,51,12.0096081098892,6.00960810988919,0.0468456397442009,17.304913939185,0.0464245043089781,9.57026504707364,9.91858910765153,3.51485229223081,35,28660,5160,840,32,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
18,54,12.2057690209215,6.20576902092149,0.0271394028078666,10.0253733861996,0.0427961298134845,8.82228709601556,9.88838113785497,3.3731873529124,48,30360,5460,890,34,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
19,57,12.4172735855495,6.41727358554949,0.0378835642551866,13.9942974997314,0.0439236769877617,9.05472738744212,9.98740910802343,3.43915813321763,25,32060,5760,940,36,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
20,60,12.6682307628829,6.66823076288294,0.0233937586062283,8.64172165446762,0.0305539322550552,6.29859670584919,10.0742945880085,3.44302172889929,19,33760,6060,990,38,"CB","CB_base","baseline","2 bridge lines per cycle (as specified)",2,8202,0,"core",3.17981239352863,2.82018760647137,6,0.270707152366267,0.3,3,2,"poolMean",0,0
1,3,6.04730055842777,0.0473005584277661,0.265482112557561,108.489849113656,0.375201358828163,97.1297963725198,NA,NA,0,1260,260,30,0,"GSRS","GSRS_base","baseline","baseline",3,8203,0,"core",NA,NA,8,0.24470686863933,0.3,3,2,"poolMean",0,0
2,6,6.71731232021015,0.717312320210146,0.246994157601463,100.934705664312,0.317172494287858,82.1076444961729,NA,NA,0,2460,460,60,0,"GSRS","GSRS_base","baseline","baseline",3,8203,0,"core",NA,NA,8,0.24470686863933,0.3,3,2,"poolMean",0,0
3,9,7.18241618532537,1.18241618532537,0.205602522744428,84.019923056374,0.262160694369838,67.8665315620105,NA,NA,0,3660,660,90,0,"GSRS","GSRS_base","baseline","baseline",3,8203,0,"core",NA,NA,8,0.24470686863933,0.3,3,2,"poolMean",0,0
4,12,7.8612455193663,1.8612455193663,0.134889502803086,55.1228919535959,0.193984067188037,50.2173899485168,NA,NA,0,4860,860,120,0,"GSRS","GSRS_base","baseline","baseline",3,8203,0,"core",NA,NA,8,0.24470686863933,0.3,3,2,"poolMean",0,0
5,15,8.34764956909419,2.34764956909419,0.142099921177247,58.0694452785001,0.167522772763128,43.3672544712043,NA,NA,0,6060,1060,150,0,"GSRS","GSRS_base","baseline","baseline",3,8203,0,"core",NA,NA,8,0.24470686863933,0.3,3,2,"poolMean",0,0
6,18,8.781383611637,2.781383611637,0.132167555684974,54.010562277994,0.141131963940366,36.5353658685966,NA,NA,0,7260,1260,180,0,"GSRS","GSRS_base","baseline","baseline",3,8203,0,"core",NA,NA,8,0.24470686863933,0.3,3,2,"poolMean",0,0
